class_id,fractal_dimension_mean,fractal_dimension_std,symm_vertical_mean,symm_vertical_std,symm_horizontal_mean,symm_horizontal_std,glcm_contrast_mean,glcm_contrast_std,glcm_entropy_mean,glcm_entropy_std,glcm_homogeneity_mean,glcm_homogeneity_std,shape_area_ratio_mean,shape_area_ratio_std,shape_compactness_mean,shape_compactness_std,shape_edge_density_mean,shape_edge_density_std,shape_aspect_mean,shape_aspect_std,gray_std_mean,gray_std_std,morph_body_len_ratio_mean,morph_body_len_ratio_std,morph_body_width_ratio_mean,morph_body_width_ratio_std,morph_wing_span_ratio_mean,morph_wing_span_ratio_std,morph_tail_ratio_mean,morph_tail_ratio_std,morph_wing_body_ratio_mean,morph_wing_body_ratio_std,morph_tail_body_ratio_mean,morph_tail_body_ratio_std,Mass,Range.Size,av_wing_tarsus,av_tail_wing,av_wing_mass,av_tail_mass
1,1.5565659443537394,0.1036616478612521,0.2853992151096463,0.1172622290060694,0.2214444179708759,0.1388638488798228,8.02432370185852,5.976730932500083,4.725538676977157,0.8136682593596659,0.6522338847319286,0.1203981338913365,0.2121491985705991,0.1219468454614602,0.158043885231018,0.0937117233608496,0.0453269497297393,0.018573609724437,1.5413004028300443,0.8803323428598993,55.399193890889485,9.548274226451468,0.6693229312698047,0.1402692689679344,0.31074991847078,0.1384638995128411,0.6102096940080325,0.1726176086466845,0.2320353651419281,0.0926939849947179,0.9082194385429224,0.1941365836146461,0.3491388231515884,0.1247260826309756,3188.4,84626560.97,5.446224256292906,0.2857142857142857,33.340695292611215,9.240198655031776
2,1.556473481655121,0.1034986605454737,0.287682439154014,0.1801945313859495,0.3127537677685419,0.1740433184557996,9.066055830319725,8.946913977905984,4.64845077196757,0.9704920011857738,0.6778056095043818,0.1482153466836828,0.1910999857199688,0.1064733884918418,0.1623479106153051,0.0735645196714197,0.0439345572143793,0.0155202237784548,1.2262638946374258,0.6690142857682261,56.56360944112142,9.888902774022805,0.6297709825138251,0.1772651274400989,0.3113852683454752,0.1275942046563785,0.5204062896470228,0.1865954745411999,0.2367654658233126,0.0994155104008918,0.8342314943671226,0.2163252949624408,0.3802633794645468,0.1245358319456856,3145.9,45350856.11,5.743341404358354,0.3102866779089376,33.37648589846956,10.045992251801685
3,1.5231805772616946,0.0947249555231894,0.2811763435923334,0.1569845453461725,0.2680621664682082,0.1627986604128551,8.078695238664233,9.211266943060338,4.296061713120033,1.1477494154028385,0.7152028638741066,0.1472519068665651,0.1668066654418563,0.0962700466047588,0.1469212800007442,0.0699078426177898,0.0501727885245506,0.0208785245876296,1.3465031971191537,0.6963254402026136,50.95538474773539,11.672255443055564,0.6162550426248846,0.1603728266734396,0.3046090020316428,0.1413662235700733,0.5202660902306951,0.1392466633078252,0.2322137297998214,0.098034514936036,0.863027480655703,0.1917490622098366,0.3778092638942702,0.1297403788347869,2553.7,61330907.01,6.695538057742782,0.5268522148177186,38.32649078974368,19.66554434394963
4,1.6043452203273774,0.0955157633864378,0.2437939895336361,0.1502372031171494,0.2414840410715745,0.1612466335536639,12.666435555617015,8.491147023742753,5.089957821369171,0.6152105315519665,0.6160385698080063,0.1112712632015197,0.2467445869619647,0.1130742831890873,0.1515013155837853,0.0957497028886489,0.0440183258304993,0.0152716421221606,0.9894179393847784,0.4098826168318533,64.29131266276042,8.399978925869364,0.7092735270659128,0.2025563594558172,0.3420581171909968,0.1125206835742876,0.515145663668712,0.1474470929001022,0.2777035245050986,0.1041223658895849,0.7554937968651454,0.2027284081538309,0.3915767307082812,0.0956961960235826,82.0,2696933.46,3.825443786982249,1.2583139984532095,30.761894583635147,37.44980857507686
5,1.6179501495578072,0.0809185696236999,0.2585416530491784,0.1374927740818998,0.286271714351394,0.1168621556214085,9.06558927080848,5.025052229592839,4.804004512049935,0.4958969922550669,0.665505900979042,0.0920155821933091,0.246038969352164,0.111102339102655,0.1635237887332385,0.1117988433277928,0.040065766566179,0.0117269138677565,0.8522801297632131,0.3475479554924925,54.556404720653184,10.451661589600128,0.7012186998670752,0.1825770414862303,0.3435322711752219,0.1231873883757406,0.4691082181578332,0.1433601304867356,0.2822438781573014,0.0843558650140287,0.6765388053926554,0.1742773387640925,0.4024019488556818,0.0803614141747273,259.4,479141.29,5.087591240875913,0.27259684361549497,22.85778332514969,5.958362742867204
6,1.586668363431605,0.0886729026561801,0.2480596517462556,0.1252688120157911,0.2814893651662803,0.1177636934746953,9.793857237187828,5.983624235714751,4.929996664931134,0.4849199684744148,0.6463010456503891,0.0805887041822905,0.2261689830480552,0.0942777858554224,0.1316995443549098,0.0698969704022862,0.0496983700772611,0.0121271931016212,0.922401916689989,0.3222138224887695,57.9305475746713,8.147472098350617,0.6715736214707537,0.1342443521779995,0.3449601850858548,0.0852204302220756,0.4916234492528729,0.121009943120947,0.2686753843615694,0.0694132340098885,0.7378613607185643,0.1527603088420091,0.3985542342430208,0.0670652460182781,84.0,65157.07,4.968421052631579,0.28601694915254233,22.55487782670509,6.165060395349973
7,1.5698537489153304,0.1016923003134952,0.297658083121345,0.1652112475525767,0.290235088259544,0.1522249354273656,8.335193121208334,4.646774465815812,4.936970809720597,0.3802844908672623,0.6527304160145094,0.0777603378269156,0.2097231309931233,0.11887438666386,0.1627542971861812,0.0938486611433707,0.0462508064887995,0.0157444213855671,0.9985882291254008,0.4584662757802463,55.17684072818396,6.7376715773616045,0.6435810040752843,0.1568978515968245,0.3296016882050712,0.137565990206848,0.4727685617388419,0.1314127486387526,0.2434432139655329,0.0845422406589434,0.7475270898836963,0.1655220625016375,0.3766158852937086,0.0922493650642281,270.0,400570.42,4.9727891156462585,0.2667578659370725,23.620009582472946,6.034065483696613
8,1.61215773721536,0.09228568116954,0.2835685725634296,0.1176266422595643,0.28366144032528,0.1448835377242735,11.566776672999064,7.326481473729541,5.224179272850354,0.4622982598030331,0.5812081812570492,0.0877497603521879,0.2697853880623976,0.1217171561679656,0.1512061030759165,0.0968040538701469,0.0467891074173773,0.0136493056730165,1.547183827807506,0.4947659402771726,61.36469801266989,8.310783997066398,0.6977614111577471,0.1667940237036116,0.3895407390470306,0.128213087908397,0.6707176569228371,0.1836054680664942,0.2106644899273912,0.0625306064675233,0.957788087427616,0.1418189603969303,0.3146964578578869,0.1029015878715165,482.2,316387.33,6.0816326530612255,0.28635346756152125,23.801238944544597,6.529213836469146
9,1.6114399918055131,0.0838748904586157,0.2756894211900436,0.1453263384604423,0.2775988381797984,0.140789331842017,13.661580418126055,15.79032036367318,4.844064902451079,0.7748772258418887,0.6557731446573289,0.1446433608945409,0.2461302925090668,0.0943174851053274,0.1730134007915602,0.0918950268791311,0.0358818162043215,0.0106995207178419,1.1938127425767608,0.4910047378375213,62.90079976744571,8.893102443554938,0.6566937757750689,0.1361484039684906,0.3554875398591413,0.1101895261673626,0.5804091282820297,0.1445395967703873,0.2530954306534791,0.0757602005060685,0.889283542410802,0.1836468292033013,0.385327617748309,0.0962500589359594,62.5,5280448.27,4.077419354838709,0.795886075949367,32.850804141342394,25.34961152388485
10,1.5925938447316488,0.1323359085295781,0.2963304482400417,0.1541180458841948,0.2495491492484385,0.1855404894507734,8.275449405113855,7.136661000544108,4.459983356793722,0.7226900174474712,0.7298849458495776,0.1100649046935888,0.2261029886392255,0.1187950418728992,0.2126448035240173,0.099972586109222,0.0398964300130804,0.0163035283090271,1.3570273076494537,0.9818669898606108,65.68565635681152,11.71642248528245,0.6181992003073294,0.1759033082486193,0.2899639370540778,0.1191315044410468,0.5219399714221556,0.1658073588820579,0.2535327087311695,0.1139425288114267,0.8488672564427058,0.1623271900537033,0.398463630862534,0.1333019540695984,50.8,13703226.95,4.214285714285714,0.7533898305084746,32.861100307995486,24.003828960854225
11,1.5796541253725689,0.1013314495743603,0.2523361554990212,0.1256159133993285,0.2365633772065242,0.1210013452738703,12.734480241934458,12.547506319228118,4.997554111480713,0.749064899273321,0.6259368091821671,0.1299757652522227,0.2258595150584975,0.1238786079382754,0.1654772032052278,0.0945604824936838,0.0451735422636071,0.0163799544205758,1.3909639249245325,0.4832044440923128,61.89801858266195,7.236826873441557,0.6488531281550726,0.1681312335563343,0.3325905521710713,0.1303876628429826,0.6027038899560769,0.1618955930192201,0.2273305140435695,0.0827203707254786,0.934317417939504,0.1271985605341054,0.3542040805021921,0.0999832646913193,59.6,7275943.03,3.7880794701986757,0.7867132867132867,30.287160767429913,23.04059850584521
12,1.6235566841704503,0.0641369102191261,0.2954451363267643,0.1264813025599835,0.2649357583639877,0.1042649107156167,9.566382627402032,7.9403688323477635,4.8795691813741415,0.6136748290538908,0.6669598408043385,0.1146237476081906,0.2805065641711865,0.0959473866505542,0.1982725000541125,0.1122813599257743,0.0376560446207544,0.0099486388625536,0.9929514974355698,0.4190945315173384,62.71578856876919,9.456781455364933,0.7076034407530513,0.1292075668730617,0.3347097603338105,0.0974606214230327,0.5506785072918449,0.1361545243995064,0.3134138882160187,0.0831673426246181,0.7865670211613178,0.2013762026586744,0.4390224383345672,0.0889221036586681,62.7,4756494.14,3.9331306990881463,0.7874806800618238,33.57205024502912,25.649860277963423
13,1.559447916348775,0.1055580669241646,0.2083463928856266,0.1366906410538951,0.1985885507737596,0.1151723448781951,11.401520347595214,7.511225853280804,4.606720387935638,0.6428758214576968,0.6938072100281716,0.1033882868035818,0.2096367449034005,0.0836961179958833,0.2334999345242977,0.1098003962868462,0.0442357084403435,0.0200649118034508,0.9543116743365924,0.2851070838491432,56.203761927286784,9.011393982246972,0.6278397233535846,0.136198346793209,0.2885334879780809,0.1038058333549566,0.4892806784560283,0.129690926436565,0.2688044864373902,0.0739716574588538,0.7829077606399854,0.1472775512256962,0.4246139824390411,0.0747583758410493,31.5,3883605.76,3.4037735849056605,0.6851441241685143,29.560755164562764,19.56823358281573
14,1.6516688406467437,0.078559613376406,0.2339161993935704,0.1321091200186195,0.2130088546623786,0.09536496530063,10.547463606794675,7.654896323584528,5.031161149342855,0.5193996742932625,0.6343004092574119,0.1055254435786527,0.3064776694091657,0.1226989187290509,0.2023588502158721,0.1233573064407244,0.0376770181581378,0.0139556619268591,1.089221621056398,0.3724480309812115,57.12681566874186,9.095335567472448,0.6655990466475487,0.1636859377068613,0.3936574832846721,0.1234641458880971,0.5720786367853482,0.1758741809247472,0.2794200160230199,0.0830103266429161,0.8560641929507256,0.172658060852204,0.4211651804546515,0.0958010011067536,14.7,5700834.65,3.7674418604651163,0.7546296296296297,27.45265255113848,19.96195539738691
15,1.60327999756254,0.0823705867352074,0.2012269576561862,0.0959440819512237,0.2073290232601093,0.099239311108833,12.099034457371152,9.13058593673195,4.971428821826804,0.6222383417777684,0.6415305060559305,0.107317344065314,0.2319673949788356,0.1056563542384831,0.1532170586930266,0.0792445132539464,0.0472284879792353,0.0109806702695156,1.102626273344303,0.4682762107781505,56.29990702661975,8.69499358993274,0.675772175192833,0.1605356556395529,0.3466904669486243,0.1157408016525024,0.5357219910827177,0.136062362164379,0.2686711834936306,0.0889647915857437,0.8013552550611824,0.1521829723965645,0.4018142918317482,0.1123750474150276,15.5,2824052.43,4.190476190476191,0.7698863636363636,29.235496339826536,21.73812360253691
16,1.6163989367156193,0.1061389272622368,0.2311886890695013,0.1121210602592597,0.2010700636190073,0.1282536196947295,9.421732803870892,6.873881310367145,4.984628344404286,0.4810578718253856,0.6428870384035439,0.0922188183145308,0.2549193647112055,0.1224206068368683,0.1560183581735553,0.1070049714988471,0.0449801201065038,0.0129933789656298,1.1139431909240525,0.4339364634822392,55.02038399926548,9.34557497451762,0.6534858846972729,0.1808527215134257,0.380475467006708,0.1466179423484463,0.5461104925850342,0.1715569612293125,0.2734353502505812,0.0975445621308973,0.8484861234138752,0.1889240949821684,0.4153945127437854,0.1003985844828582,15.5,1410893.89,3.7021276595744674,0.7528735632183908,28.91463842687396,21.016193298393613
17,1.629138333755627,0.0974761205366707,0.2236713273450732,0.1348903550869186,0.2384647162173662,0.1186487513243853,7.876899494413744,12.062953084656364,4.670426644776997,0.6224937335551103,0.7041369064858085,0.1130355826868477,0.277665523387361,0.1287787918254193,0.1750184997524085,0.1075032166459432,0.0337471924558804,0.012839082120164,0.9791213409942492,0.3939274177124722,54.29935542324133,9.464430027563168,0.6881235244504192,0.1752794669742009,0.3712852097917021,0.1202923519817371,0.5287962482686628,0.1595381091722083,0.280168927944543,0.0879463653130212,0.7763443050677317,0.1796396973561239,0.4088029022279538,0.0874944550613604,42.6,5834572.06,3.816326530612245,1.0887700534759357,27.771646254025903,29.148166723634617
18,1.5565315008163452,0.1175589490484576,0.2014390684664249,0.1200980789653587,0.2494059011340141,0.1042325097539694,9.93940282927619,5.545217995673024,5.058863343132867,0.4025919404580446,0.6228985150655111,0.0767401929893262,0.1677247809867064,0.0846926743942279,0.163992535488473,0.0894241152336424,0.0507422743365168,0.0157056787548078,1.1512682596842447,0.5982583383141702,57.99856296115451,6.990147830274752,0.5852728851967388,0.2010704200527662,0.2928246799442503,0.1110323763200882,0.4573114325602849,0.1596963753024216,0.2225799703763591,0.0937036691216573,0.8054373307360543,0.1850394447600536,0.3868024006485939,0.1194788467537677,176.9,167335.29,3.4454148471615724,0.7338403041825095,29.110229278409673,20.628419204308237
19,1.5757878453044567,0.0808076419217301,0.2811739266202864,0.1639381510834626,0.2438524138119261,0.1251803090212757,9.00819181789786,6.122691204197814,4.971223338175628,0.464217563198066,0.6571164904004436,0.093073630024691,0.1847563144135273,0.0883287742511573,0.1180779909304643,0.0581336584478446,0.0468493812101877,0.0136933120770366,1.4049467606059576,0.6709236810584037,57.558793019440216,8.708609891843311,0.641721099615097,0.1542335316818033,0.3276848332104036,0.1244089399079704,0.5528144199969405,0.173420752782193,0.2105703984655566,0.0799714605343487,0.8604687164395542,0.1958233789187168,0.33585359926446,0.1216296498156512,35.3,6824562.12,3.3102189781021902,0.9955898566703417,28.649188240349577,27.527251357260933
20,1.5689086004839106,0.1040586346267218,0.2328397704572495,0.0990047275295594,0.2381124506562443,0.1161988651595294,8.971533498521579,6.310224698138745,4.815487029188771,0.649186904861036,0.6676716900477975,0.099789709683071,0.2023111035952628,0.108341428577978,0.1624247143834324,0.1019396680408565,0.0495402677521362,0.0124610457309374,1.2062654010320113,0.5299276476248442,56.75599773859574,9.922644899760297,0.6403793657230119,0.1721284257517797,0.3124128678592585,0.116865581389834,0.525942736510503,0.1638295844833661,0.2429766252131785,0.0948098207710767,0.8266638310278877,0.184651340219603,0.3820187934374405,0.1132198753106846,24.9,6188045.96,2.9310344827586206,0.938562091503268,27.197608806529136,24.58808251384042
21,1.6139649669329326,0.0925669265197436,0.2138995584721366,0.1174741648545393,0.2358483276329934,0.1169009079034473,11.312685066461563,8.65235490288736,5.023285035292307,0.5984324178958574,0.6406947210431099,0.1187496832722296,0.2333631582868595,0.1178016204115188,0.1312628865552445,0.0898204344510154,0.0473138051728407,0.0159938739110549,1.2573031256596248,0.49390701600155,61.077591005961104,8.323189970517749,0.6708502098917961,0.1922369120128607,0.3751584764569998,0.1395803178132535,0.5817199324568113,0.1620656246907357,0.2439491185049216,0.0817159017261542,0.8859151075283687,0.18041941066903,0.369989039003849,0.0961276661691934,40.0,3162018.06,3.048148148148148,1.1142162818955044,25.06466598549189,26.813242659411983
